full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
@prabowo Jika pupuk benih obat2 pertanian irigasi terpenuhi &amp; BULOG membeli gabah petani sesuai HPP swasembada cpt terwujud Pak @prabowo Di era Pa Harto pupuk subsidi sll tersedia di KUD Informasi peta sentra produksi kapasitas produksi &amp; kebutuhan pangan wajib rutin dipublish ,1.88718860124467E+018,2025-02-05 17:16:39+00:00,WAHYU_UNIFORM,545264533,in,Jakarta Pusat,0,5,7,52,https://x.com/WAHYU_UNIFORM/status/1887188601244688623,"prabowo,prabowo",2,WAHYU_UNIFORM,prabowo
Ketemu temen lama lucu banget dia ngajak ngopi tau ngga ngapain? Dia ngajarin gw buat investasi di reksa dana dan crypto Dalam hati gw ngomong: Gw udah beli laptop Hp nyicil rumah dari crypto lu baru nyemplung bos!!! Lu gw tanya cycle aja pasti planga plongo udah mau ngajarin bos,1.88720952091884E+018,2025-02-05 18:39:47+00:00,0xD3n,1.25748695557661E+018,in,,0,0,0,0,https://x.com/0xD3n/status/1887209520918847874,,0,0xD3n,
@03__nakula Setelah Bahlil ada lagi nih menteri TOLOL Pak @prabowo. Heh @NataliusPigai2 justru itu harus kau gunakan untuk menekan perusahaan pelanggar HAM tersebut. Kalau mereka ga mau sahamnya anjlok dan itu sebuah kemestian maka pastikan ga ada pelanggaran apa pun. Gitu!!!,1.88729072406612E+018,2025-02-06 00:02:27+00:00,itskhuzaimah,1.37653078608664E+018,in,"Jawa Barat, Indonesia",0,6,6,337,https://x.com/itskhuzaimah/status/1887290724066136360,"03__nakula,prabowo,NataliusPigai2",3,itskhuzaimah,03__nakula
OUTLOOK persahaman 2025 semenjak terpilihnya pak prabowo sebagai presiden RI banyak berbagai program yang dicanangkan oleh pemerintahan Prabowo dari makan siang gratis dll yang paling menarik dari semuanya ialah pembahasan pak prabowo terkait persawitan indonesia,1.88729086684031E+018,2025-02-06 00:03:01+00:00,profesor_saham,1.3458982594458E+018,in,Always in your heart,0,3,10,112,https://x.com/profesor_saham/status/1887290866840318352,,0,profesor_saham,
@Ary_PrasKe2 @NataliusPigai2 @AntoniusCDN @Dharma_tc @King_PWS_ Goblok amat lebih mentingin saham dari pada ham kalo koruptor gondol duit negara boleh dong dihukum mati kan ga berlaku juga kan mentingin saham apa ada standar double tergantung siapa dulu ham itu berlaku @Gerindra @prabowo mending di reshuffle dah orang macam gini ga guna juga,1.88729873533781E+018,2025-02-06 00:34:17+00:00,R_Hermawan93,1.8422084813337E+018,in,"Purwakarta, Indonesia",0,0,0,1,https://x.com/R_Hermawan93/status/1887298735337828658,"Ary_PrasKe2,NataliusPigai2,AntoniusCDN,Dharma_tc,King_PWS_,Gerindra,prabowo",7,R_Hermawan93,Ary_PrasKe2
@itskhuzaimah @03__nakula @prabowo @NataliusPigai2 beli Mentri saHAM BRO,1.88730727105264E+018,2025-02-06 01:08:12+00:00,DimasRiatiibu,1.51497578920836E+018,in,,0,0,0,1,https://x.com/DimasRiatiibu/status/1887307271052652661,"itskhuzaimah,03__nakula,prabowo,NataliusPigai2",4,DimasRiatiibu,itskhuzaimah
@zephyrrr22 @tanyakanrl karenaaa kalo seandainya diri sendiri makmur belom tentu anak di masa depan akan seperti itu juga dengan semakin banyak kebijakan aneh masa depan anak juga jadi makin susah dengan pendidikan yang ga jelas kebijakan ekonomi dan inflasi lain lain,1.88733812291004E+018,2025-02-06 03:10:48+00:00,yourduckling,1.40900482280464E+018,in,‧͙⁺˚*･༓☾ your heart ☽༓･*˚⁺‧͙,0,0,1,10,https://x.com/yourduckling/status/1887338122910044560,"zephyrrr22,tanyakanrl",2,yourduckling,zephyrrr22
Pasar modal,1.88733872692758E+018,2025-02-06 03:13:12+00:00,Go_Bank10,1695419448,in,"Bojonggede, Indonesia",0,1,0,0,https://x.com/Go_Bank10/status/1887338726927597697,,0,Go_Bank10,
@cuitcuap_ Kebijakan moneter yang tepat dapat menciptakan kondisi ekonomi yang positif. UNTUNG PRABOWO PRESIDENNYA,1.88734155308733E+018,2025-02-06 03:24:26+00:00,donitaayu3,1.54910360472368E+018,in,,0,0,0,0,https://x.com/donitaayu3/status/1887341553087332754,cuitcuap_,1,donitaayu3,cuitcuap_
Dilanjutkan dengan masuknya pasar modal yang lain,1.88734214360761E+018,2025-02-06 03:26:46+00:00,Go_Bank10,1695419448,in,"Bojonggede, Indonesia",0,0,0,0,https://x.com/Go_Bank10/status/1887342143607611566,,0,Go_Bank10,
@tanyakanrl D4 keuangan + : fokusnya banyak dari ngurusin keuangan negara sampai keuangan personal. Appraisal syariah pasar modal perpajakan resiko semua dipelajarin. Jadi ikut sertifikasi apapun di bidang manajemen keuangan bisaaa - : gabisa akuntansi. Cuma pengantar doang,1.88734729200675E+018,2025-02-06 03:47:14+00:00,vasyaaaaa123,1.50657885245344E+018,in,,0,0,0,0,https://x.com/vasyaaaaa123/status/1887347292006760700,tanyakanrl,1,vasyaaaaa123,tanyakanrl
@deryansyah @NarasiNewsroom Jelas melenceng program untuk pemulihan ekonomi ko malah di pake untuk bangun rumah peribadatan jelas jauh dari konteks programnya sendiri.belum lagi biaya operasional yg besar untuk masjid itu sendiri malah jadi beban ke depannya.,1.88735159829024E+018,2025-02-06 04:04:20+00:00,gunardicahya_,1.5753546076936E+018,in,,0,0,0,0,https://x.com/gunardicahya_/status/1887351598290248017,"deryansyah,NarasiNewsroom",2,gunardicahya_,deryansyah
@Heraloebss @prabowo @jokowi @gibran_tweet @SBYudhoyono @AgusYudhoyono ya tinggal menunggu waktu aja bahkan subsidi pun akan dihilangkan untuk MBG Gas 3 kg gagal... BBM? Listrik? hem,1.88735463028969E+018,2025-02-06 04:16:23+00:00,satiagustaman,536477456,in,,0,0,0,5,https://x.com/satiagustaman/status/1887354630289695043,"Heraloebss,prabowo,jokowi,gibran_tweet,SBYudhoyono,AgusYudhoyono",6,satiagustaman,Heraloebss
Ni MBG lama2 nyusahin semua sektor yak wkwkwk. Pasar modal jadi lesu semua anggaran dipangkas2in. Hadeuhhh,1.88735578244824E+018,2025-02-06 04:20:58+00:00,masbewoq,540577750,in,Dunia yang fana,0,0,0,0,https://x.com/masbewoq/status/1887355782448243065,,0,masbewoq,
Pendanaan swasta bersumber dari pasar modal dan perbankan,1.88735993728382E+018,2025-02-06 04:37:29+00:00,Go_Bank10,1695419448,in,"Bojonggede, Indonesia",0,0,0,0,https://x.com/Go_Bank10/status/1887359937283826016,,0,Go_Bank10,
AKU MEMANG KURANG PAHAM MASALAH EKONOMI KELEN ATAU GIMANA TAPI YANG JELAS BANYAK INVESTOR INDONESIA SEKARANG INI KABUR MENINGGALKAN JEJAK SEMENJAK ERA PRABOWO KEK GINI TELAN DULU PIL PAHIT NYA,1.88736236709024E+018,2025-02-06 04:47:08+00:00,KomitoOran916,1.880274564024E+018,in,,0,0,0,0,https://x.com/KomitoOran916/status/1887362367090254233,,0,KomitoOran916,
Pak @prabowo sekarang mendingan anda dan jajaran diem dulu. Jangan bikin kebijakan apapun. Jajaran anda coba lakukan apa yang pesis warga biasa lakukan. Minta mentri anda dan dirjennya lapor coretax naik kendaraan umum yang ekonomi ngerasain macet dan harus naik motor ,1.88737045343152E+018,2025-02-06 05:19:16+00:00,askmearmything,1.01475704855312E+018,in,,0,1,0,0,https://x.com/askmearmything/status/1887370453431533786,prabowo,1,askmearmything,prabowo
Prabowo Godok Perpres Kenaikan Iuran BPJS dan Penghayat Kepercayaan https://t.co/L53APxzhIL,1.88738841161257E+018,2025-02-06 06:30:37+00:00,CNNIndonesia,17128975,in,,21,113,48,220,https://x.com/CNNIndonesia/status/1887388411612570019,,0,CNNIndonesia,
Satu2nya kebijakan pemerintah 2025 yang menguntungkan rakyat cuman subsidi listrik semoga lebih sering2 gini ya Pak @prabowo @pln_123,1.88738875112463E+018,2025-02-06 06:31:58+00:00,letitchyond,74729936,in,indonesia,0,0,0,0,https://x.com/letitchyond/status/1887388751124631850,"prabowo,pln_123",2,letitchyond,prabowo
@syam_alieee Reksa Dana yang mana dulu. Kalau Reksa Dana Saham ya sama saja amsyong ,1.8873922011072E+018,2025-02-06 06:45:41+00:00,desmondwira,201965045,in,Any City,0,1,0,0,https://x.com/desmondwira/status/1887392201107206465,syam_alieee,1,desmondwira,syam_alieee
Atur keuangan lebih mudah dengan metode 50-40-10: 50% untuk kebutuhan utama (makanan transportasi tagihan) 40% untuk tabungan &amp; investasi (reksa dana dana darurat) 10% untuk hiburan &amp; gaya hidup (jalan-jalan beli barang) #KeuanganBijak #Metode504010 #SMK2Wajo,1.88739843021511E+018,2025-02-06 07:10:26+00:00,SMKN2Wajo,1.62387648488368E+018,in,,0,0,0,0,https://x.com/SMKN2Wajo/status/1887398430215123103,,0,SMKN2Wajo,
Investor sedang 'menghukum' Prabowo,1.88741001351968E+018,2025-02-06 07:56:28+00:00,Khus_Indra,398640708,in,Jakarta ,0,0,0,0,https://x.com/Khus_Indra/status/1887410013519683926,,0,Khus_Indra,
@hnirankara pace Pigai pegiat HAM (dulu) menteri HAM (saat ini) pembegal HAM (jga saat ini) demi Saham Coorprate yg bukan TUPOKSI dia !!! @NataliusPigai2 Lapor pak @prabowo sebaiknya diganti saja mentri ini @bang_dasco,1.88741620723162E+018,2025-02-06 08:21:04+00:00,Fargus00200873,8.78487191386705E+017,in,Indonesia,0,1,3,9,https://x.com/Fargus00200873/status/1887416207231623553,"hnirankara,NataliusPigai2,prabowo,bang_dasco",4,Fargus00200873,hnirankara
Investasi di pasar modal syariah berbeda dengan spekulasi yang hanya mengandalkan feeling atau sekadar untung-untungan. Spekulasi berlebihan dapat mengandung unsur gharar yang dilarang dalam pasar modal syariah. Agar terhindar dari spekulasi lakukan ini:,1.8874176167694E+018,2025-02-06 08:26:41+00:00,idxislamic,4520449281,in,Bursa Efek Indonesia,0,1,0,1,https://x.com/idxislamic/status/1887417616769400956,,0,idxislamic,
@EdySularno96489 wapres terbaik tetap Jusuf Kalla dan Bung Hatta. mereka punya prinsip tidak dipandang sebelah mata sama presiden . dan sat set dalam kebijakan ekonomi. Gibran ini mestinya jadi walikota dulu tp mo gmn lg ada moment jd wapres ya sikat,1.88742790146703E+018,2025-02-06 09:07:33+00:00,dody_fm,116113585,in,"Bekasi, Jawa Barat",0,0,0,0,https://x.com/dody_fm/status/1887427901467037859,EdySularno96489,1,dody_fm,EdySularno96489
@BigAlphaID Bener kata lord @prabowo invest saham saham indon🇮🇩 emang judi &amp; ra mutu,1.88742851991691E+018,2025-02-06 09:10:00+00:00,anyingpukimak,1.80482635992939E+018,in,dusun ciraos,0,0,0,0,https://x.com/anyingpukimak/status/1887428519916912909,"BigAlphaID,prabowo",2,anyingpukimak,BigAlphaID
@KarumaAnggora @BudiBukanIntel Timingnya itu lho Udah tau abis covid bukannya fokus pemulihan ekonomi malah buang2 duit Emang sih sial jadi mangkrak sementara duit negara dah kepake tapi ya daripada dipaksa dan disedot terus duitnya? Sementara program MBG juga masih ngotot dijalanin. Duitnya darimana uy,1.88744128134708E+018,2025-02-06 10:00:43+00:00,BigSmellyDurian,1.47980817925278E+018,in,,0,0,0,0,https://x.com/BigSmellyDurian/status/1887441281347096635,"KarumaAnggora,BudiBukanIntel",2,BigSmellyDurian,KarumaAnggora
Apa kita harus punya deposito investasi reksa dana dll ya? Buat jaga-jaga kalau dalam 2-3 tahun ini Baemon jadi line-up Coachella,1.88744344050334E+018,2025-02-06 10:09:17+00:00,sabazher,1.74799175805801E+018,in,Republic of Korea,0,1,0,1,https://x.com/sabazher/status/1887443440503345236,,0,sabazher,
@geloraco Dlm mengatur SUBSIDI GAS MELON @prabowo @ListyoSigitP hrs mlibatkan polisi &amp;TNI utk mengawasi distribusi gas melon dari pangkalan sampe ke konsumen Krn ada dri pangkalan yg mematok harga 18.500/ tabung jdi harga sampe konsumen 25.000. @SetopKorupsi,1.88744866370812E+018,2025-02-06 10:30:03+00:00,AbubakarSu15415,1.7450180845143E+018,in,,0,1,0,1,https://x.com/AbubakarSu15415/status/1887448663708123136,"geloraco,prabowo,ListyoSigitP,SetopKorupsi",4,AbubakarSu15415,geloraco
Pak prabowo bukain pak jojo sudah tidak bermain saham lagi https://t.co/I4GepNKDFs,1.8874585322637E+018,2025-02-06 11:09:16+00:00,profesor_saham,1.3458982594458E+018,in,Always in your heart,3,10,40,252,https://x.com/profesor_saham/status/1887458532263710792,,0,profesor_saham,
@urihanjiz WKWKWKKWKWKWK GPP IKUT ITU AJA SPM SEKOLAH PASAR MODAL BIASANYA SUKA NGADAIN ITU SI INVESTOR CLUB (kalo masih),1.88746193573997E+018,2025-02-06 11:22:47+00:00,strayinjeong,1.01597524842701E+018,in,"stayville, neo city.",0,1,0,0,https://x.com/strayinjeong/status/1887461935739973894,urihanjiz,1,strayinjeong,urihanjiz
@lattecrumble @RichYoungKind @Mdy_Asmara1701 Boro buat ikn Boss. Bayar utang dah d depan mata. Biyaya program makan gak jelas butuh duit banyak. Pemulihan ekonomi rakyat. Subsidi apalagi yg harus d pangkas. Gas bensin kesehatan? Puyenk.. kalo d fikirin mah. Untung ga pada mikir pejabat sini.,1.88746340581397E+018,2025-02-06 11:28:37+00:00,YairYahu,1.7352171423024E+018,in,Russia,0,0,0,0,https://x.com/YairYahu/status/1887463405813985755,"lattecrumble,RichYoungKind,Mdy_Asmara1701",3,YairYahu,lattecrumble
@ZUL_Hasan @prabowo Ya senanglah pengecer dpt ikut ambil untung dr barang subsidi masMenteri. Apa bs termasuk gratifikasi dg persetujuan presiden @prabowo bg wong^cilik pengecer ini ya?,1.88747214341742E+018,2025-02-06 12:03:21+00:00,umitatDlanor24,1.60736352142323E+018,in,,0,0,0,0,https://x.com/umitatDlanor24/status/1887472143417422148,"ZUL_Hasan,prabowo,prabowo",3,umitatDlanor24,ZUL_Hasan
Ada yg bilang: Kehebohan gas 3kg adalah Karena Instruksi penghematan anggaran dari Presiden @prabowo . Dan langkah pertama Menteri ESDM adalah memastikan subsidi LPG tidak melebihi Kuota. Kemudian rancu di masyarakat jadi over budget lagi. Terkesan cuci tangan dah biasa kok,1.88748526898873E+018,2025-02-06 12:55:30+00:00,abmuis49,1.4472248255718E+018,in,"Jakarta, Indonesia.",0,0,0,0,https://x.com/abmuis49/status/1887485268988731780,prabowo,1,abmuis49,prabowo
@prabowo Kita butuh investor kan untuk menumbuhkan ekonomi dan pembamgunan ikn..kira kira Menteri PU yg acap menebar pesimisme ini positifkah untuk investor? Jujur ya pak..komunikasi publik menteri PU kita ini ngawur kan..? Saya sangat sedih lihat kualitas komunikasinya @AgusYudhoyono,1.88748938948972E+018,2025-02-06 13:11:52+00:00,MataunTuon,1.34304702306748E+018,in,"Jakarta Pusat, DKI Jakarta",0,0,0,0,https://x.com/MataunTuon/status/1887489389489725615,"prabowo,AgusYudhoyono",2,MataunTuon,prabowo
@winterkootae akuuu bisa spess pasar modal yu pici,1.88749202751403E+018,2025-02-06 13:22:21+00:00,ivebrei,7.89317845616177E+017,in,wa.me/6285121036939,0,0,0,0,https://x.com/ivebrei/status/1887492027514036550,winterkootae,1,ivebrei,winterkootae
@berlianidris Liat dari indeks pasar modal nya saja sudah keliatan wkwk,1.88749457949636E+018,2025-02-06 13:32:30+00:00,vanillaredv_ind,136842285,in,Kota gadis,0,0,0,0,https://x.com/vanillaredv_ind/status/1887494579496370185,berlianidris,1,vanillaredv_ind,berlianidris
@Yurissa_Samosir @choymarkochoy @ay_prakasa2225 @JamalBoegis @mattdilaga @nomerorae @yaniarsim @PutriKayan16645 @AmaluddinSSili1 @Panitia68285950 @msaid_didu Dari glagat Pak Prabowo yg tak ada sdikitpun aksi utk menghimbau investor ke IKN mnunjukkan bhwa IKN hnya proyek ambisius syahwat kerakusan jokowi yg mnjadi beban negara duss sluruh rakyat.,1.88749682965657E+018,2025-02-06 13:41:26+00:00,RizalHusein4,8.62622815899364E+017,in,,0,0,1,5,https://x.com/RizalHusein4/status/1887496829656572398,"Yurissa_Samosir,choymarkochoy,ay_prakasa2225,JamalBoegis,mattdilaga,nomerorae,yaniarsim,PutriKayan16645,AmaluddinSSili1,Panitia68285950,msaid_didu",11,RizalHusein4,Yurissa_Samosir
@anggamaf_ @rasjawa IKN ambisi Jokowi itung2anya mungkin udah ada tapi ga ada investor jadi zonk total.. MBG bukan ambisi prabowo ini murni asbun aja pas kampanye kemaren mungkin desperate ketimbang malu ya gini akhirnya ..,1.88750312387242E+018,2025-02-06 14:06:27+00:00,icik___,1.21970499827721E+018,in,home,5,12,33,444,https://x.com/icik___/status/1887503123872424041,"anggamaf_,rasjawa",2,icik___,anggamaf_
@Boediantar4 @prabowo @bang_dasco @Gerindra Sebetulnya BUMN untung hanya saja keuntungannya hanya dirasakan oleh segelintir orang (pihak investor pemilik saham deviden dll) Pembagian hasil seperti Swasta tapi tak mau diswastakan agar bisa bikin kebijakan apa gak dzolim tuh ,1.88750383626233E+018,2025-02-06 14:09:17+00:00,reenfed,125902914,in,Russia,0,0,0,0,https://x.com/reenfed/status/1887503836262338713,"Boediantar4,prabowo,bang_dasco,Gerindra",4,reenfed,Boediantar4
@manusiakesasar @Saham_fess Sehat sehat rakyat marginal. Kata pak prabowo kalo masi susah gaboleh nanem saham gais,1.88751329683797E+018,2025-02-06 14:46:52+00:00,hidrologiee,1.04732379466941E+018,in,Panem,0,0,0,0,https://x.com/hidrologiee/status/1887513296837984716,"manusiakesasar,Saham_fess",2,hidrologiee,manusiakesasar
Kebijakan Keuangan Donald Trump Kebijakan Ekonomi Pengurangan Pajak: Selama masa jabatannya yang pertama Trump mengeluarkan legislasi pajak signifikan yang mengurangi pajak individu dan korporasi yang mengarah pada peningkatan defisit anggaran dan utang nasional . Perlindungan,1.88754339427017E+018,2025-02-06 16:46:28+00:00,irfndi,72030140,in,,0,1,0,0,https://x.com/irfndi/status/1887543394270171216,,0,irfndi,
Pas banget abis isi bensin di Vivo trus radionya bahas klo Prabowo punya saham,1.88755168513406E+018,2025-02-06 17:19:25+00:00,ganissatanica,60555706,in,Surabaya - Jakarta,0,0,0,1,https://x.com/ganissatanica/status/1887551685134066055,,0,ganissatanica,
@rasjawa Proyek titipan mulyono gak ada yang bener investasi asing gak mau nanam saham di indo karna banyak tikus @prabowo lo harus keluarin atek atek mulyono di kabinet setelah itu lo atur birokrasi,1.88755191862676E+018,2025-02-06 17:20:21+00:00,_kayu_manis_,1.51772732584847E+018,in,,0,0,0,0,https://x.com/_kayu_manis_/status/1887551918626775138,"rasjawa,prabowo",2,_kayu_manis_,rasjawa
Kesehatan itu investasi jangka panjang Yuk daftar pemeriksaan gratis Prabowo biar tahu biayanya aman dan sehat terjamin #PemerintahSehatkanBangsa,1.88756935222198E+018,2025-02-06 18:29:37+00:00,batari_kartini6,1.69095621487906E+018,in,,0,0,0,0,https://x.com/batari_kartini6/status/1887569352221991127,,0,batari_kartini6,
Segera daftarin diri buat cek kesehatan gratis dari Prabowo sebelum abis kesempatannya Sehat itu investasi jangka panjang #PemerintahSehatkanBangsa,1.88757503365006E+018,2025-02-06 18:52:12+00:00,lestari_rhm,1.68730240368156E+018,in,,0,0,0,0,https://x.com/lestari_rhm/status/1887575033650069753,,0,lestari_rhm,
Investasi Prabowo buat kesehatan nasional ada program periksa gratis #PemerintahSehatkanBangsa,1.88764554054619E+018,2025-02-06 23:32:22+00:00,adriano_candraa,1.69165480471888E+018,in,,0,0,0,0,https://x.com/adriano_candraa/status/1887645540546191692,,0,adriano_candraa,
Cukup mengherankan melihat pemerintah mengubah arah kebijakan mereka dengan memfokuskan anggaran mereka di sektor Program Prioritas presiden prabowo. Ini juga berdampak pada jatuhnya nilai Saham di bbrp Sektor yang udh lama jadi andalan bagi para investor dalam investasi.,1.88764864223402E+018,2025-02-06 23:44:41+00:00,irsyadkhairan_,9.49537093818114E+017,in,"Ohio, USA",0,0,0,0,https://x.com/irsyadkhairan_/status/1887648642234028460,,0,irsyadkhairan_,
Pak @prabowo daripada tuh Wapres gada kerjaan cuman bagi2 susu doang mending suruh ngantor di IKN sekaligus mantau dan bantu2 cari investor.. Masih muda masih kuat kok untuk tinggal disana..,1.88766187510372E+018,2025-02-07 00:37:16+00:00,Dennysiregar7,4780649298,in,Indonesia,64,678,1108,7182,https://x.com/Dennysiregar7/status/1887661875103736008,prabowo,1,Dennysiregar7,prabowo
Kalian bri Mesuji lampung @BANKBRI_ID Aku kasih tahu Masih tetap kalian blokir Kiriman aku Kepada desa MULYA AGUNG Dan untuk Polres mesuji Lampung Aku tidak segan Untuk ambil semua dana aku Yang 90% Saham di BRI @ListyoSigitP @prabowo,1.88766299524711E+018,2025-02-07 00:41:43+00:00,DayangIndah4,1.37617292767921E+018,in,,0,4,0,1,https://x.com/DayangIndah4/status/1887662995247124748,"BANKBRI_ID,ListyoSigitP,prabowo",3,DayangIndah4,BANKBRI_ID
@prabowo 6. Mestinya saat ekonomi lesu begini ya pemerintah dorong belanja bukan berhemat. Agar ekonomi kembali bergerak kantong rakyat terisi. Karena ekonomi bergerak investor pun akan percaya diri menanamkan investasi di Indonesia. Kalau berhemat? Ya investor curiga ada masalah.,1.88766422074307E+018,2025-02-07 00:46:35+00:00,ferrykoto,24893875,in,Indonesia,0,1,0,1,https://x.com/ferrykoto/status/1887664220743082378,prabowo,1,ferrykoto,prabowo
@prabowo 7. Pemerintah perlu jelaskan ini arah kebijakannya @pco_ri @NasbiHasan @bang_dasco. Mau melakukan efisiensi atau berhemat? Gawat benar bisa kolaps ekonomi jk pemerintah berhemat. Investor tak akan ada yg berani masuk ke negara yg berhemat karena itu tanda negara bermasalah.,1.88766497781074E+018,2025-02-07 00:49:36+00:00,ferrykoto,24893875,in,Indonesia,0,1,0,0,https://x.com/ferrykoto/status/1887664977810759848,"prabowo,pco_ri,NasbiHasan,bang_dasco",4,ferrykoto,prabowo
@Dennysiregar7 @prabowo Bapaknya aja gagal narik investor.......ini lagi yg blm paham apa². Yg ada para para investor tambah bingung. Tenaga kuat......mental kuat GK Bang,1.88767170954279E+018,2025-02-07 01:16:21+00:00,EviDrajat,1.45250810150501E+018,in,,0,0,0,10,https://x.com/EviDrajat/status/1887671709542809941,"Dennysiregar7,prabowo",2,EviDrajat,Dennysiregar7
Ndes aku ada info Sekolah Pasar Modal (SPM) via Zoom Meeting lumayan bisa buat nambah insigh ilmu dan relasi. Infonya ada di sini ya ,1.88767265607533E+018,2025-02-07 01:20:07+00:00,SmgMenfess,966083473,in,Tutorial Kirim Menfess,0,1,0,3,https://x.com/SmgMenfess/status/1887672656075338198,,0,SmgMenfess,
@Dennysiregar7 @prabowo Nah iya ide brilliant Goals-nya jelas blusukan ke level atas cari investor. Lha kalau blusukan ke bawah terus 2014 bakal terulang lagi.,1.88768357529179E+018,2025-02-07 02:03:30+00:00,DwiPakerti,379195412,in,"Bogor, Jawa Barat",0,0,1,2,https://x.com/DwiPakerti/status/1887683575291793778,"Dennysiregar7,prabowo",2,DwiPakerti,Dennysiregar7
@Yens0906 @Catatan_ali7 @prabowo Subsidi bpjs yg dihapus BPJS mah tetap ada tapi subsidi hilang.,1.88768771178567E+018,2025-02-07 02:19:56+00:00,hijaumuda64,2895936020,in,"Cilandak, Indonesia",0,1,0,1,https://x.com/hijaumuda64/status/1887687711785689252,"Yens0906,Catatan_ali7,prabowo",3,hijaumuda64,Yens0906
Prabowo efek pandemi prabowo harga saham di ihsg jatohnya udah kaya pas awal covid 2020,1.88768808369455E+018,2025-02-07 02:21:25+00:00,p0litrick,606000080,in,alien's cage,1,0,0,0,https://x.com/p0litrick/status/1887688083694555302,,0,p0litrick,
@RuslanEfz Investasi besar adalah langkah Prabowo target 3.414 Triliun di 2029. Percaya yuk pada masa depan ekonomi cerah yang menanti!Prabowo dorong investasi besar untuk ekonomi kita target 2029 capai Rp 3.414 Triliun bawa kepercayaan untuk masa depan lebih cerah,1.88768877283553E+018,2025-02-07 02:24:09+00:00,sandri_hrdnsyh,1.6996428530085E+018,in,,0,0,0,1,https://x.com/sandri_hrdnsyh/status/1887688772835549683,RuslanEfz,1,sandri_hrdnsyh,RuslanEfz
@RuslanEfz Investasi fokus Prabowo targetkan ekonomi tumbuh menuju 3.414 Triliun di 2029,1.88768902558011E+018,2025-02-07 02:25:09+00:00,elidaa_susanti,1.7101483657686E+018,in,,0,0,0,0,https://x.com/elidaa_susanti/status/1887689025580113955,RuslanEfz,1,elidaa_susanti,RuslanEfz
@tegalfess emmm menurutku yaa kenapa bank lagi turun yaa krna pemutihan utang. programnya pak prabowo bikin bank yng bisa profit dari situ ilang dan bikin males inves kesana gasii kalo prospeknya masih gitu. cmiiw,1.88769070698431E+018,2025-02-07 02:31:50+00:00,dekucorp,1.54503309114383E+018,in,,0,0,0,0,https://x.com/dekucorp/status/1887690706984313016,tegalfess,1,dekucorp,tegalfess
@RuslanEfz Dukung kebijakan investasi Prabowo target ekonomi 2029 jadi 3.414 Triliun siap diwujudkan,1.88769410782665E+018,2025-02-07 02:45:21+00:00,danis_afnan,1.70868798597228E+018,in,,0,0,0,0,https://x.com/danis_afnan/status/1887694107826659710,RuslanEfz,1,danis_afnan,RuslanEfz
@Rcuumie Dengan dorongan investasi Prabowo yakin capai ekonomi 2029 yang lebih baik,1.88769554622965E+018,2025-02-07 02:51:04+00:00,melody_sani76,1.70904342188386E+018,in,,0,0,0,0,https://x.com/melody_sani76/status/1887695546229661745,Rcuumie,1,melody_sani76,Rcuumie
@Rcuumie Investasi Prabowo jadi kunci ekonomi target 3.414 Triliun di 2029. Dukung supaya berhasil,1.88769581433376E+018,2025-02-07 02:52:08+00:00,diah_usamah31,1.71012765188377E+018,in,,0,0,0,0,https://x.com/diah_usamah31/status/1887695814333768177,Rcuumie,1,diah_usamah31,Rcuumie
Liat pemerintahan skrg jadi ga berani masuk pasar modal. IHSG awut2an wkwkw,1.8876980060002E+018,2025-02-07 03:00:51+00:00,boedsyy,1.58810807012241E+018,in,,0,0,0,0,https://x.com/boedsyy/status/1887698006000214358,,0,boedsyy,
@RuslanEfz Kebijakan investasi Prabowo bikin ekonomi 2029 bisa capai Rp 3.414 Triliun mari kita beri dukungan penuh untuk masa depan,1.88769881478365E+018,2025-02-07 03:04:03+00:00,jamalia_rhmwti,1.69891104578666E+018,in,,0,0,0,0,https://x.com/jamalia_rhmwti/status/1887698814783656372,RuslanEfz,1,jamalia_rhmwti,RuslanEfz
@geloraco peka lah sdikit wahai pejabat brengsek di saat ekonomi lumpuh dan rakyat mengalami kesusahan kalian asyik menggaungkan dua periode . baru ja lewat 100 hari lebih memimpin blom nampak apa² problem ekonomi rakyat skrg dah keluar narasi 2 periode .,1.88770023277295E+018,2025-02-07 03:09:41+00:00,cut_wahyudin,1.80780020529699E+018,in,,0,0,0,5,https://x.com/cut_wahyudin/status/1887700232772956162,geloraco,1,cut_wahyudin,geloraco
@Rcuumie Masa depan ekonomi kita terang dengan dukungan kebijakan investasi Presiden Prabowo. Tujuan 2029 3.414 Triliun,1.88770036925142E+018,2025-02-07 03:10:14+00:00,ratih_wulanw,1.70977682858665E+018,in,,0,0,0,0,https://x.com/ratih_wulanw/status/1887700369251430614,Rcuumie,1,ratih_wulanw,Rcuumie
@Rcuumie Target investasi Prabowo: Rp3.414 triliun untuk ekonomi 2029. Dukungan dan kepercayaan kita bisa membuat ini jadi kenyataan,1.8877009962537E+018,2025-02-07 03:12:43+00:00,ningsih_pspita,1.71169237665651E+018,in,,0,0,0,0,https://x.com/ningsih_pspita/status/1887700996253708342,Rcuumie,1,ningsih_pspita,Rcuumie
